Displacement (ccm),Power (hp),Torque (Nm),Dry weight (kg),Wheelbase (mm),Seat height (mm),Category_Custom / cruiser,Category_Naked bike,Category_Sport,Category_Touring
600.0,55.0,58.0,145.0,1455.0,790.0,0,1,0,0
249.2,26.2,22.0,151.0,1360.0,795.0,0,1,0,0
249.0,26.2,22.0,151.0,1360.0,795.0,0,1,0,0
249.2,27.5,22.0,165.0,1360.0,780.0,0,0,1,0
649.3,69.7,62.0,193.0,1415.0,795.0,0,1,0,0
244.0,13.4,15.0,166.0,1490.0,686.0,0,0,0,1
144.4,12.2,10.8,129.0,1310.0,686.0,0,0,1,0
250.0,18.0,16.5,177.8,1473.0,686.0,0,0,1,0
244.0,18.0,16.5,165.6,1473.0,686.0,0,0,1,0
244.0,18.0,16.5,177.8,1473.0,686.0,0,0,1,0
244.0,14.8,17.6,177.8,1473.0,686.0,0,0,1,0
244.0,18.0,16.5,177.8,1473.0,686.0,0,0,1,0
250.0,18.0,16.5,177.8,1473.0,686.0,0,0,1,0
250.0,18.0,16.5,177.8,1473.0,686.0,0,0,1,0
250.0,18.0,16.5,177.8,1491.0,686.0,1,0,0,0
250.0,14.8,17.6,177.8,1491.0,686.0,1,0,0,0
250.0,18.0,16.5,177.8,1473.0,686.0,0,0,1,0
223.0,16.1,18.0,144.0,1400.0,775.0,0,1,0,0
1966.6,160.0,217.0,208.7,1626.0,686.0,0,1,0,0
1686.0,150.0,169.0,154.2,1524.0,762.0,0,1,0,0
2163.2,132.0,203.0,222.3,1588.0,711.0,0,1,0,0
2163.2,120.0,189.0,226.8,1608.0,724.0,0,1,0,0
2163.2,120.0,189.0,226.8,1610.0,724.0,0,1,0,0
1916.0,95.2,148.0,244.0,1576.0,800.0,0,1,0,0
1916.0,95.2,148.0,245.0,1576.0,800.0,0,1,0,0
1916.0,95.2,148.0,245.0,1576.0,800.0,0,1,0,0
1916.0,95.2,148.0,245.0,1576.0,800.0,0,1,0,0
1916.0,95.2,148.0,245.0,1576.0,800.0,0,1,0,0
1916.0,95.2,148.0,244.0,1576.0,800.0,0,1,0,0
1916.0,95.2,148.0,245.0,1576.0,800.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,800.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,29.0,37.0,135.0,1368.0,780.0,0,1,0,0
652.0,53.6,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,53.6,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,53.6,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,53.6,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,53.6,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,28.2,37.0,135.0,1368.0,800.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,800.0,0,1,0,0
652.0,53.6,58.9,135.0,1368.0,780.0,0,1,0,0
652.0,68.0,65.2,128.0,1368.0,780.0,0,1,0,0
652.0,68.0,65.2,128.0,1368.0,780.0,0,1,0,0
720.0,83.8,65.2,128.0,1368.0,780.0,0,1,0,0
720.0,68.0,65.2,128.0,1368.0,780.0,0,1,0,0
652.0,68.0,65.2,135.0,1368.0,800.0,0,1,0,0
652.0,67.1,65.2,135.0,1368.0,800.0,0,1,0,0
652.0,29.0,37.0,135.0,1368.0,800.0,0,1,0,0
652.0,29.0,37.0,135.0,1368.0,800.0,0,1,0,0
652.0,54.0,58.9,135.0,1368.0,780.0,0,1,0,0
247.0,23.1,19.0,165.0,1500.0,720.0,1,0,0,0
247.0,23.1,19.0,165.0,1500.0,720.0,1,0,0,0
246.9,25.0,19.0,158.0,1380.0,780.0,0,0,1,0
246.9,25.0,19.0,158.0,1380.0,780.0,0,0,1,0
246.9,25.0,19.0,158.0,1380.0,780.0,0,0,1,0
124.0,13.2,11.1,154.0,1505.0,715.0,1,0,0,0
124.0,13.2,11.1,154.0,1505.0,715.0,1,0,0,0
124.0,12.3,10.2,125.0,1370.0,730.0,1,0,0,0
124.0,13.0,10.0,144.0,1500.0,710.0,1,0,0,0
147.5,14.0,11.3,130.0,1300.0,790.0,0,0,1,0
147.5,14.0,11.3,130.0,1300.0,790.0,0,0,1,0
149.0,12.8,13.7,130.0,1435.0,720.0,1,0,0,0
250.2,23.1,21.7,163.5,1500.0,725.0,1,0,0,0
250.2,23.1,21.7,163.4,1500.0,720.0,1,0,0,0
249.4,25.0,27.0,155.8,1320.0,790.0,0,0,1,0
183.0,18.0,23.1,141.0,1405.0,820.0,0,0,1,0
183.0,18.0,23.1,141.0,1405.0,820.0,0,0,1,0
154.4,12.1,10.9,125.0,1280.0,770.0,0,0,1,0
49.9,8.5,5.9,110.0,1360.0,810.0,0,0,1,0
49.9,8.5,5.9,110.0,1360.0,810.0,0,0,1,0
1198.4,170.0,131.0,171.0,1430.0,820.0,0,0,1,0
1198.4,180.0,134.0,164.0,1430.0,820.0,0,0,1,0
1198.4,170.0,131.0,169.0,1430.0,820.0,0,0,1,0
1198.4,170.0,131.0,168.0,1430.0,820.0,0,0,1,0
1198.0,191.0,132.0,164.0,1437.0,825.0,0,0,1,0
1198.0,195.0,132.0,166.5,1437.0,825.0,0,0,1,0
1198.0,195.0,132.0,165.0,1437.0,825.0,0,0,1,0
1198.0,195.0,132.0,165.0,1437.0,825.0,0,0,1,0
1198.0,195.0,132.0,164.0,1430.0,825.0,0,0,1,0
1198.0,191.0,132.0,164.0,1437.0,825.0,0,0,1,0
1198.0,195.0,132.0,164.0,1437.0,825.0,0,0,1,0
1198.0,195.0,132.0,166.0,1437.0,825.0,0,0,1,0
1198.0,195.0,133.0,166.5,1437.0,825.0,0,0,1,0
1285.0,205.0,144.0,166.5,1437.0,830.0,0,0,1,0
1285.0,205.0,144.0,166.5,1437.0,830.0,0,0,1,0
1285.0,205.0,144.0,166.5,1437.0,830.0,0,0,1,0
1285.0,209.0,142.0,168.0,1435.0,830.0,0,0,1,0
1285.0,205.0,145.0,166.5,1437.0,830.0,0,0,1,0
1285.0,205.0,144.0,166.5,1437.0,830.0,0,0,1,0
1285.0,205.0,144.0,166.5,1437.0,830.0,0,0,1,0
1285.0,205.0,144.0,164.0,1437.0,830.0,0,0,1,0
618.0,61.0,54.0,181.6,1405.0,815.0,0,0,1,0
618.0,32.6,42.0,181.6,1405.0,815.0,0,0,1,0
748.0,97.0,74.0,196.0,1410.0,790.0,0,0,1,0
748.0,97.0,73.0,196.0,1410.0,790.0,0,0,1,0
748.0,97.0,73.0,196.0,1410.0,790.0,0,0,1,0
748.0,97.0,74.0,196.0,1410.0,790.0,0,0,1,0
748.0,106.0,75.0,192.0,1410.0,790.0,0,0,1,0
748.0,106.0,75.0,192.0,1410.0,790.0,0,0,1,0
748.0,97.0,74.0,196.0,1410.0,790.0,0,0,1,0
748.0,97.0,73.0,196.0,1410.0,790.0,0,0,1,0
748.0,103.0,77.0,197.0,1420.0,780.0,0,0,1,0
748.0,106.0,82.0,188.0,1420.0,780.0,0,0,1,0
748.0,106.0,84.3,188.0,1420.0,780.0,0,0,1,0
748.0,106.0,82.0,189.0,1420.0,780.0,0,0,1,0
748.0,106.0,84.3,189.0,1420.0,780.0,0,0,1,0
749.0,121.0,86.0,183.5,1420.0,780.0,0,0,1,0
749.0,119.0,84.3,183.5,1420.0,780.0,0,0,1,0
748.0,103.0,77.0,199.0,1420.0,780.0,0,0,1,0
748.0,116.0,84.0,186.0,1420.0,780.0,0,0,1,0
748.0,114.0,84.3,186.0,1420.0,780.0,0,0,1,0
748.0,64.0,60.0,181.0,1405.0,815.0,0,0,1,0
748.0,61.0,62.0,183.0,1405.0,815.0,0,0,1,0
748.0,61.0,60.0,183.0,1405.0,812.0,0,0,1,0
748.0,61.0,62.0,181.0,1405.0,815.0,0,0,1,0
802.0,74.5,70.0,182.3,1405.0,815.0,0,0,1,0
849.4,134.0,96.0,168.0,1430.0,830.0,0,0,1,0
849.4,138.0,98.0,168.0,1430.0,830.0,0,0,1,0
849.4,138.0,98.0,167.0,1430.0,830.0,0,0,1,0
849.4,138.0,98.0,168.0,1430.0,830.0,0,0,1,0
849.4,134.0,96.0,168.0,1430.0,830.0,0,0,1,0
888.0,118.0,88.0,188.0,1430.0,760.0,0,0,1,0
898.0,146.0,99.0,169.0,1426.0,830.0,0,0,1,0
898.0,148.0,99.0,169.0,1426.0,830.0,0,0,1,0
904.0,80.0,79.0,188.0,1395.0,815.0,0,0,1,0
904.0,79.0,76.0,190.0,1395.0,815.0,0,0,1,0
904.0,79.0,76.0,188.0,1395.0,815.0,0,0,1,0
959.0,157.0,107.0,176.0,1431.0,830.0,0,0,1,0
1285.0,205.0,144.0,166.5,1437.0,830.0,0,0,1,0
955.0,150.0,102.0,176.0,1431.0,830.0,0,0,1,0
996.0,112.0,93.0,198.0,1410.0,790.0,0,0,1,0
996.0,113.0,96.0,198.0,1410.0,790.0,0,0,1,0
998.0,135.0,105.0,185.0,1410.0,790.0,0,0,1,0
996.0,113.0,96.0,198.0,1410.0,790.0,0,0,1,0
996.0,123.0,99.0,187.0,1410.0,790.0,0,0,1,0
998.0,123.0,96.9,198.0,1410.0,790.0,0,0,1,0
998.0,123.0,97.0,198.0,1410.0,790.0,0,0,1,0
999.0,139.0,105.0,183.0,1410.0,790.0,0,0,1,0
998.0,136.0,101.0,187.0,1410.0,790.0,0,0,1,0
998.0,124.0,102.0,199.0,1420.0,780.0,0,0,1,0
998.0,140.0,111.0,186.0,1420.0,780.0,0,0,1,0
999.0,150.0,119.0,181.0,1420.0,780.0,0,0,1,0
998.0,136.0,106.0,199.0,1420.0,780.0,0,0,1,0
998.0,143.0,114.0,186.0,1420.0,780.0,0,0,1,0
998.0,138.0,108.0,186.0,1420.0,780.0,0,0,1,0
998.0,141.0,108.0,186.0,1420.0,780.0,0,0,1,0
989.0,197.0,116.0,171.0,1430.0,830.0,0,0,1,0
1198.4,159.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,159.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,210.0,1590.0,770.0,0,1,0,0
1198.4,152.0,123.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,207.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,207.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,159.0,127.0,205.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,205.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,205.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,205.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,205.0,1590.0,770.0,0,1,0,0
1198.4,152.0,123.0,205.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,159.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,127.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,210.0,1590.0,770.0,0,1,0,0
1198.4,152.0,123.0,210.0,1590.0,770.0,0,1,0,0
1198.4,162.0,130.0,205.0,1590.0,770.0,0,1,0,0
937.0,111.0,93.0,166.0,1474.0,775.0,0,1,0,0
992.0,94.0,96.0,180.0,1440.0,800.0,0,1,0,0
992.0,84.0,84.0,189.0,1440.0,800.0,0,1,0,0
992.0,94.0,96.0,180.0,1440.0,800.0,0,1,0,0
992.0,84.0,84.0,189.0,1440.0,800.0,0,1,0,0
1078.0,93.6,75.9,169.0,1450.0,810.0,0,1,0,0
1078.0,93.6,75.9,169.0,1450.0,810.0,0,1,0,0
1078.0,100.0,103.0,169.0,1450.0,810.0,0,1,0,0
1078.0,98.6,103.0,169.0,1450.0,810.0,0,1,0,0
1078.0,98.6,103.0,169.0,1450.0,810.0,0,1,0,0
1078.0,93.6,75.9,168.0,1450.0,810.0,0,1,0,0
1078.0,93.6,75.9,168.0,1450.0,810.0,0,1,0,0
1198.4,135.0,118.0,182.0,1511.0,785.0,0,1,0,0
1198.4,135.0,118.0,182.0,1511.0,785.0,0,1,0,0
1198.4,135.0,118.0,182.0,1511.0,785.0,0,1,0,0
1198.4,135.0,118.0,182.0,1511.0,785.0,0,1,0,0
1198.4,135.0,118.0,182.0,1511.0,785.0,0,1,0,0
1198.4,150.0,126.0,187.0,1485.0,795.0,0,1,0,0
1198.0,147.0,123.0,184.0,1485.0,795.0,0,1,0,0
1198.4,160.0,134.0,180.0,1508.0,830.0,0,1,0,0
1198.4,150.0,126.0,187.0,1508.0,830.0,0,1,0,0
1198.4,152.0,125.0,180.0,1509.0,830.0,0,1,0,0
1198.4,152.0,125.0,180.0,1509.0,830.0,0,1,0,0
1198.4,135.0,118.0,182.0,1511.0,785.0,0,1,0,0
1198.4,145.0,124.0,182.0,1511.0,785.0,0,1,0,0
1198.4,145.0,124.0,182.0,1511.0,785.0,0,1,0,0
1198.4,150.0,126.0,187.0,1511.0,785.0,0,1,0,0
1198.4,147.0,124.0,185.0,1511.0,785.0,0,1,0,0
1198.0,147.0,124.0,185.0,1485.0,785.0,0,1,0,0
1198.0,147.0,124.0,185.0,1485.0,795.0,0,1,0,0
1198.4,145.0,124.0,182.0,1511.0,785.0,0,1,0,0
583.0,54.0,51.0,178.0,1430.0,770.0,0,1,0,0
583.0,51.0,51.0,174.0,1430.0,770.0,0,1,0,0
583.0,51.0,50.0,174.0,1430.0,770.0,0,1,0,0
618.0,83.4,57.0,168.0,1440.0,770.0,0,1,0,0
618.0,62.2,41.2,168.0,1440.0,770.0,0,1,0,0
618.0,46.4,57.0,166.0,1440.0,770.0,0,1,0,0
618.0,62.2,41.2,168.0,1440.0,770.0,0,1,0,0
618.0,60.0,53.3,177.0,1440.0,770.0,0,1,0,0
618.0,60.0,53.3,177.0,1440.0,770.0,0,1,0,0
618.0,60.0,53.3,177.0,1440.0,770.0,0,1,0,0
618.0,60.0,53.3,177.0,1440.0,795.0,0,1,0,0
618.0,60.0,53.3,177.0,1440.0,770.0,0,1,0,0
695.0,72.0,61.0,168.0,1440.0,770.0,0,1,0,0
695.0,72.0,61.0,168.0,1440.0,770.0,0,1,0,0
696.0,78.9,50.6,161.0,1450.0,770.0,0,1,0,0
696.0,78.9,50.6,161.0,1450.0,770.0,0,1,0,0
696.0,78.9,50.6,161.0,1450.0,770.0,0,1,0,0
696.0,78.9,69.0,161.0,1450.0,770.0,0,1,0,0
803.0,87.0,78.0,167.0,1450.0,770.0,0,1,0,0
696.0,78.9,69.0,161.0,1450.0,770.0,0,1,0,0
748.0,62.0,63.0,178.0,1430.0,770.0,0,1,0,0
748.0,62.0,63.0,178.0,1430.0,770.0,0,1,0,0
748.0,64.0,62.0,179.0,1440.0,770.0,0,1,0,0
748.0,64.0,62.0,179.0,1440.0,770.0,0,1,0,0
803.0,85.8,78.0,167.0,1450.0,770.0,0,1,0,0
803.0,85.8,78.0,167.0,1450.0,770.0,0,1,0,0
803.0,85.8,78.0,167.0,1450.0,770.0,0,1,0,0
803.0,85.8,78.0,169.0,1450.0,770.0,0,1,0,0
803.0,85.8,78.0,169.0,1450.0,770.0,0,1,0,0
803.0,85.8,58.0,167.0,1450.0,800.0,0,1,0,0
803.0,85.8,58.0,167.0,1450.0,800.0,0,1,0,0
803.0,85.8,58.0,167.0,1450.0,800.0,0,1,0,0
803.0,85.8,78.0,167.0,1450.0,800.0,0,1,0,0
803.0,87.0,78.0,167.0,1450.0,800.0,0,1,0,0
803.0,85.8,78.0,167.0,1450.0,800.0,0,1,0,0
803.0,87.0,78.0,169.0,1450.0,770.0,0,1,0,0
803.0,87.0,78.0,169.0,1450.0,770.0,0,1,0,0
803.0,75.0,68.9,175.0,1480.0,785.0,0,1,0,0
803.0,73.0,67.0,175.0,1480.0,785.0,0,1,0,0
803.0,73.0,67.0,175.0,1435.0,805.0,0,1,0,0
803.0,73.0,67.0,175.0,1480.0,805.0,0,1,0,0
803.0,73.0,67.0,175.0,1435.0,805.0,0,1,0,0
803.0,73.0,69.0,179.0,1440.0,770.0,0,1,0,0
803.0,73.0,69.0,179.0,1440.0,770.0,0,1,0,0
803.0,73.0,69.0,179.0,1440.0,795.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
821.0,109.0,86.0,180.0,1480.0,785.0,0,1,0,0
821.0,109.0,86.0,180.5,1480.0,785.0,0,1,0,0
821.0,109.0,86.0,180.5,1480.0,785.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
821.0,109.0,86.0,180.5,1480.0,785.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
821.0,112.0,89.4,179.5,1480.0,785.0,0,1,0,0
904.0,78.0,73.0,185.0,1430.0,815.0,0,1,0,0
904.0,78.0,73.0,185.0,1430.0,770.0,0,1,0,0
904.0,78.0,73.0,189.0,1440.0,800.0,0,1,0,0
904.0,78.0,73.0,189.0,1440.0,800.0,0,1,0,0
1078.0,98.6,103.0,169.0,1450.0,810.0,0,1,0,0
937.0,111.0,93.0,166.0,1474.0,800.0,0,1,0,0
916.0,100.0,92.0,193.0,1440.0,803.0,0,1,0,0
803.0,76.0,74.0,173.0,1440.0,800.0,0,1,0,0
803.0,87.0,78.0,169.0,1450.0,800.0,0,1,0,0
992.0,93.9,94.1,178.0,1440.0,800.0,0,1,0,0
992.0,93.9,94.1,178.0,1440.0,800.0,0,1,0,0
803.0,76.0,72.6,173.0,1440.0,800.0,0,1,0,0
803.0,76.0,74.0,173.0,1440.0,800.0,0,1,0,0
916.0,101.0,92.0,193.0,1440.0,803.0,0,1,0,0
996.0,113.0,95.5,193.0,1440.0,803.0,0,1,0,0
996.0,115.0,101.0,181.0,1440.0,800.0,0,1,0,0
996.0,115.0,99.0,181.0,1440.0,800.0,0,1,0,0
998.0,128.0,103.0,177.0,1440.0,800.0,0,1,0,0
998.0,128.0,103.0,177.0,1440.0,800.0,0,1,0,0
998.0,128.0,103.0,177.0,1440.0,800.0,0,1,0,0
998.0,128.0,103.0,177.0,1440.0,800.0,0,1,0,0
998.0,128.0,103.0,177.0,1440.0,800.0,0,1,0,0
998.0,128.0,103.0,177.0,1440.0,805.0,0,1,0,0
803.0,76.0,53.5,173.0,1440.0,800.0,0,1,0,0
992.0,93.9,69.4,178.0,1440.0,800.0,0,1,0,0
803.0,76.0,53.5,173.0,1440.0,800.0,0,1,0,0
992.0,90.8,87.5,196.0,1462.0,850.0,0,1,0,0
1078.0,93.9,102.0,196.0,1462.0,850.0,0,1,0,0
1078.0,93.9,102.0,196.0,1462.0,850.0,0,0,1,0
1078.0,93.9,102.0,196.0,1462.0,850.0,0,1,0,0
1078.0,93.9,102.0,196.0,1462.0,850.0,0,0,1,0
1078.0,93.9,102.0,196.0,1462.0,850.0,0,0,1,0
1198.4,147.0,124.0,217.0,1530.0,850.0,0,0,0,1
1198.4,150.0,124.0,217.0,1530.0,850.0,0,0,0,1
1198.4,150.0,118.0,192.0,1530.0,850.0,0,0,0,1
1198.4,150.0,118.0,192.0,1530.0,850.0,0,0,0,1
1198.4,150.0,118.0,192.0,1530.0,850.0,0,0,0,1
1262.0,158.0,129.0,206.0,1585.0,825.0,0,1,0,0
618.0,62.2,55.6,183.0,1459.0,830.0,0,1,0,0
618.0,62.2,55.6,183.0,1459.0,830.0,0,1,0,0
937.0,93.0,96.0,199.0,1594.0,830.0,0,0,1,0
1158.0,179.0,125.0,215.0,1567.0,840.0,0,0,1,0
1158.0,170.0,125.0,215.0,1567.0,840.0,0,0,1,0
1285.0,209.0,142.0,168.0,1435.0,830.0,0,0,1,0
1285.0,209.0,142.0,168.0,1435.0,830.0,0,0,1,0
955.0,150.0,102.0,176.0,1431.0,830.0,0,0,1,0
955.0,150.0,102.0,176.0,1431.0,830.0,0,0,1,0
955.0,150.0,102.0,176.0,1431.0,830.0,0,0,1,0
1198.0,205.0,136.0,162.0,1437.0,830.0,0,0,1,0
1198.0,205.0,136.0,162.0,1442.0,830.0,0,0,1,0
1198.0,205.0,136.0,162.0,1442.0,830.0,0,0,1,0
998.0,221.0,116.0,193.0,1480.0,835.0,0,1,0,0
955.0,155.0,104.0,176.0,1436.0,830.0,0,0,1,0
955.0,155.0,104.0,176.0,1436.0,830.0,0,0,1,0
955.0,152.0,104.0,174.5,1438.0,835.0,0,0,1,0
955.0,152.0,104.0,174.5,1438.0,835.0,0,0,1,0
1103.0,214.0,124.0,175.0,1469.0,830.0,0,0,1,0
1103.0,214.0,124.0,175.0,1469.0,830.0,0,0,1,0
1103.0,214.0,124.0,175.0,1469.0,835.0,0,0,1,0
1103.0,215.0,123.0,175.0,1469.0,850.0,0,0,1,0
998.0,217.0,112.0,172.0,1471.0,830.0,0,0,1,0
998.0,221.0,112.0,172.0,1471.0,830.0,0,0,1,0
998.0,221.0,112.0,172.0,1471.0,830.0,0,0,1,0
1103.0,214.0,124.0,174.0,1469.0,835.0,0,0,1,0
1103.0,215.0,123.0,174.0,1469.0,850.0,0,0,1,0
1103.0,214.0,124.0,173.0,1469.0,835.0,0,0,1,0
1103.0,226.0,133.0,174.0,1464.0,830.0,0,0,1,0
1103.0,226.0,133.0,174.0,1464.0,830.0,0,0,1,0
916.0,101.0,92.0,193.0,1440.0,803.0,0,1,0,0
748.0,64.0,63.0,183.0,1405.0,815.0,0,0,1,0
748.0,64.0,60.0,183.0,1405.0,815.0,0,0,1,0
904.0,80.0,81.0,188.0,1395.0,820.0,0,0,1,0
904.0,80.0,79.0,188.0,1395.0,815.0,0,0,1,0
1099.0,155.0,115.0,169.0,1475.0,840.0,0,1,0,0
1099.0,155.0,115.0,169.0,1475.0,840.0,0,1,0,0
849.0,132.0,93.5,169.0,1475.0,840.0,0,1,0,0
849.0,130.0,93.5,169.0,1475.0,840.0,0,1,0,0
849.0,132.0,93.5,169.0,1475.0,840.0,0,1,0,0
849.0,132.0,93.5,169.0,1475.0,840.0,0,1,0,0
1099.0,155.0,115.0,167.0,1475.0,840.0,0,1,0,0
1099.0,155.0,115.0,167.0,1475.0,840.0,0,1,0,0
1099.0,155.0,115.0,167.0,1475.0,840.0,0,1,0,0
1099.0,152.0,115.0,167.0,1475.0,840.0,0,1,0,0
955.0,152.0,101.0,178.0,1465.0,845.0,0,1,0,0
1103.0,208.0,123.0,178.0,1488.0,845.0,0,1,0,0
1103.0,208.0,123.0,180.0,1488.0,845.0,0,1,0,0
1103.0,208.0,123.0,177.0,1488.0,845.0,0,1,0,0
1099.0,160.0,122.0,173.0,1430.0,820.0,0,0,1,0
1099.0,134.0,122.0,173.0,1430.0,820.0,0,0,1,0
1198.4,180.0,134.0,171.0,1430.0,820.0,0,0,1,0
1099.0,160.0,122.0,171.0,1430.0,820.0,0,0,1,0
1099.0,134.0,122.0,171.0,1430.0,820.0,0,0,1,0
1099.0,160.0,122.0,171.0,1430.0,820.0,0,0,1,0
1198.4,180.0,134.0,165.0,1430.0,820.0,0,0,1,0
1198.4,180.0,134.0,165.0,1430.0,820.0,0,0,1,0
1198.4,170.0,131.0,171.0,1430.0,820.0,0,0,1,0
849.4,170.0,131.0,168.0,1430.0,830.0,0,0,1,0
1198.4,180.0,134.0,168.0,1430.0,820.0,0,0,1,0
1198.4,170.0,131.0,171.0,1430.0,820.0,0,0,1,0
1198.4,170.0,131.0,168.0,1430.0,820.0,0,0,1,0
849.4,134.0,96.0,168.0,1430.0,830.0,0,0,1,0
849.4,134.0,96.0,168.0,1430.0,830.0,0,0,1,0
849.4,140.0,98.0,168.0,1430.0,830.0,0,0,1,0
849.4,140.0,98.0,168.0,1430.0,830.0,0,0,1,0
848.0,140.0,98.0,168.0,1430.0,830.0,0,0,1,0
848.0,140.0,98.0,168.0,1430.0,830.0,0,0,1,0
999.0,147.0,116.0,181.0,1420.0,780.0,0,0,1,0
1198.4,200.0,134.0,155.0,1511.0,830.0,0,1,0,0
1285.0,215.0,146.0,156.0,1511.0,830.0,0,1,0,0
998.0,221.0,116.0,159.0,1480.0,835.0,0,1,0,0
937.0,113.0,96.7,183.0,1478.0,810.0,0,0,1,0
937.0,110.0,93.0,183.0,1478.0,810.0,0,0,1,0
937.0,110.0,93.0,183.0,1478.0,810.0,0,0,1,0
992.0,93.7,97.0,179.4,1395.0,820.0,0,0,1,0
992.0,93.7,93.0,179.4,1395.0,820.0,0,0,1,0
992.0,85.5,87.5,185.2,1395.0,820.0,0,0,1,0
802.0,74.5,70.0,183.0,1405.0,815.0,0,0,1,0
937.0,110.0,93.0,184.0,1478.0,810.0,0,0,1,0
937.0,110.0,93.0,183.0,1478.0,810.0,0,0,1,0
937.0,113.0,96.7,183.0,1478.0,810.0,0,0,1,0
937.0,113.0,96.7,183.0,1478.0,810.0,0,0,1,0
937.0,108.0,93.0,183.0,1478.0,810.0,0,0,1,0
937.0,110.0,93.0,183.0,1478.0,810.0,0,0,1,0
1262.0,156.0,128.0,220.0,1615.0,755.0,0,1,0,0
1262.0,156.0,128.0,235.0,1615.0,755.0,0,1,0,0
1262.0,152.0,126.0,220.0,1615.0,755.0,0,1,0,0
1262.0,152.0,126.0,220.0,1615.0,755.0,0,1,0,0
1262.0,152.0,126.0,220.0,1615.0,755.0,0,0,1,0
1262.0,160.0,127.0,221.0,1615.0,755.0,0,0,1,0
1262.0,160.0,126.0,221.0,1615.0,755.0,0,0,1,0
1262.0,156.0,128.0,220.0,1615.0,755.0,0,1,0,0
1262.0,156.0,128.0,220.0,1615.0,755.0,0,1,0,0
1262.0,152.0,126.0,220.0,1615.0,755.0,0,1,0,0
1262.0,152.0,126.0,220.0,1615.0,755.0,0,1,0,0
1262.0,152.0,126.0,220.0,1615.0,755.0,0,0,1,0
1262.0,160.0,126.0,221.0,1615.0,755.0,0,0,1,0
300.0,24.1,19.0,140.0,1380.0,800.0,0,1,0,0
300.0,24.1,19.0,140.0,1380.0,800.0,0,1,0,0
1966.6,174.0,137.0,205.0,1537.0,698.0,0,1,0,0
1966.6,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
1966.0,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
1868.2,167.0,130.0,208.7,1537.0,698.0,0,1,0,0
1868.2,167.0,130.0,209.0,1537.0,698.0,0,1,0,0
1638.8,140.0,110.0,208.7,1537.0,749.0,0,1,0,0
1966.6,174.0,137.0,208.7,1537.0,749.0,0,1,0,0
1966.6,174.0,137.0,205.0,1537.0,698.0,0,1,0,0
1966.0,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
1966.0,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
1966.0,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
1966.0,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
1966.0,133.0,185.0,205.0,1537.0,698.0,0,1,0,0
2100.0,200.0,271.0,199.6,1537.0,699.0,0,1,0,0
2100.0,200.0,271.0,199.6,1537.0,699.0,0,1,0,0
2100.0,200.0,271.0,199.6,1537.0,699.0,0,1,0,0
