Displacement (ccm),Power (hp),Torque (Nm),Dry weight (kg),Wheelbase (mm),Seat height (mm),Category_Custom / cruiser,Category_Naked bike,Category_Sport,Category_Touring
1198.0,162.0,131.0,177.0,1435.0,800.0,0,1,0,0
1078.0,95.0,88.3,170.0,1425.0,830.0,0,1,0,0
1198.0,162.0,130.0,177.0,1430.0,800.0,0,1,0,0
1198.0,162.0,130.0,177.0,1430.0,800.0,0,1,0,0
1074.0,156.0,117.0,190.0,1400.0,800.0,0,0,1,0
996.0,133.0,93.0,178.0,1390.0,810.0,0,0,1,0
1074.0,152.0,119.0,190.0,1400.0,800.0,0,0,1,0
996.0,142.0,105.0,175.0,1390.0,810.0,0,0,1,0
996.0,142.0,105.0,175.0,1390.0,810.0,0,0,1,0
996.0,142.0,105.0,175.0,1390.0,810.0,0,0,1,0
996.1,142.0,105.0,175.0,1390.0,810.0,0,0,1,0
996.0,145.0,110.0,179.0,1395.0,800.0,0,0,1,0
996.0,135.0,104.0,178.0,1390.0,810.0,0,0,1,0
992.0,92.0,92.2,149.0,1375.0,830.0,0,1,0,0
992.0,92.0,92.2,149.0,1375.0,830.0,0,1,0,0
1078.0,98.0,98.0,170.0,1390.0,800.0,0,0,1,0
1078.0,100.0,94.0,167.0,1390.0,800.0,0,1,0,0
1078.0,100.0,94.0,167.0,1390.0,800.0,0,1,0,0
1079.0,90.0,105.0,167.0,1390.0,800.0,0,0,1,0
1079.0,90.0,105.0,167.0,1390.0,800.0,0,0,1,0
1078.0,98.0,105.0,167.0,1390.0,800.0,0,1,0,0
1078.0,98.0,105.0,167.0,1390.0,800.0,0,1,0,0
1079.0,98.0,105.0,166.0,1390.0,800.0,0,0,1,0
1078.0,100.0,94.0,167.0,1390.0,800.0,0,1,0,0
1078.0,100.0,94.0,170.0,1390.0,780.0,0,1,0,0
998.0,228.0,141.0,207.0,1445.0,840.0,0,0,1,0
1078.0,98.0,98.0,170.0,1390.0,800.0,0,1,0,0
1078.0,98.0,98.0,170.0,1390.0,800.0,0,1,0,0
1002.0,148.0,108.0,190.0,1430.0,770.0,0,0,1,0
652.0,49.6,62.0,169.6,1493.0,780.0,0,1,0,0
798.0,87.0,86.0,177.0,1466.0,775.0,0,0,1,0
798.0,85.8,86.0,177.0,1520.0,800.0,0,1,0,0
798.0,85.8,86.0,177.0,1520.0,800.0,0,1,0,0
798.0,85.8,86.0,177.0,1520.0,800.0,0,1,0,0
798.0,87.0,63.0,176.9,1519.0,800.0,0,1,0,0
798.0,87.0,86.0,177.0,1520.0,800.0,0,1,0,0
798.0,90.0,86.0,177.0,1520.0,790.0,0,1,0,0
798.0,90.0,86.0,177.0,1520.0,790.0,0,1,0,0
798.0,83.8,86.0,182.0,1466.0,790.0,0,0,1,0
798.0,83.8,86.0,182.0,1466.0,820.0,0,0,0,1
798.0,83.8,86.0,182.0,1466.0,840.0,0,0,0,1
798.0,83.8,86.0,182.0,1466.0,790.0,0,0,1,0
798.0,85.0,86.0,182.0,1466.0,820.0,0,0,1,0
313.0,33.5,28.0,175.0,1420.0,835.0,0,0,1,0
313.0,34.0,28.0,175.0,1420.0,833.0,0,0,1,0
313.0,33.5,28.0,158.5,1380.0,785.0,0,0,1,0
313.0,33.5,28.0,158.5,1380.0,785.0,0,0,1,0
313.0,34.0,28.0,158.0,1380.0,785.0,0,0,1,0
1170.0,131.0,115.0,178.0,1485.0,830.0,0,0,1,0
1170.0,131.0,115.0,178.0,1485.0,830.0,0,0,1,0
1170.0,131.0,115.0,178.0,1485.0,830.0,0,0,1,0
1170.0,131.0,115.0,178.0,1485.0,830.0,0,0,1,0
999.0,193.0,112.0,169.2,1422.0,820.0,0,0,1,0
999.0,193.0,112.0,169.0,1422.0,820.0,0,0,1,0
999.0,190.0,112.0,169.0,1422.0,820.0,0,0,1,0
999.0,193.0,112.0,169.0,1422.0,820.0,0,0,1,0
999.0,193.0,112.0,169.0,1422.0,820.0,0,0,1,0
999.0,190.0,112.0,169.0,1422.0,820.0,0,0,1,0
999.0,215.0,120.0,146.0,1438.0,831.0,0,0,1,0
999.0,215.0,120.0,146.0,1400.0,831.0,0,0,1,0
987.0,90.0,86.0,253.0,1565.0,800.0,0,0,0,1
1171.0,128.0,117.0,281.0,1550.0,790.0,0,0,0,1
1157.0,150.0,130.0,249.0,1572.0,820.0,0,0,0,1
1171.0,98.0,115.0,354.0,1633.0,770.0,0,0,0,1
1171.0,98.0,115.0,378.0,1633.0,770.0,0,0,0,1
1171.0,116.0,120.0,353.5,1637.0,770.0,0,0,0,1
1171.0,114.0,120.0,353.5,1637.0,770.0,0,0,0,1
1171.0,114.0,120.0,353.5,1637.0,770.0,0,0,0,1
1171.0,114.0,120.0,353.5,1627.0,770.0,0,0,0,1
1171.0,116.0,120.0,353.5,1627.0,770.0,0,0,0,1
1171.0,116.0,120.0,353.5,1627.0,770.0,0,0,0,1
1171.0,116.0,120.0,353.5,1627.0,770.0,0,0,0,1
1157.0,160.0,127.0,211.0,1580.0,820.0,0,1,0,0
1157.0,160.0,127.0,211.0,1580.0,820.0,0,0,1,0
1157.0,163.0,127.0,215.0,1580.0,820.0,0,0,1,0
1157.0,160.0,127.0,227.5,1580.0,820.0,0,0,1,0
1157.0,164.0,130.0,226.5,1571.0,820.0,0,0,1,0
1157.0,164.0,130.0,226.5,1571.0,820.0,0,0,1,0
1293.0,158.0,135.0,255.0,1572.0,820.0,0,0,0,1
1293.0,173.0,140.0,214.0,1585.0,790.0,0,1,0,0
1293.0,170.0,140.0,217.0,1585.0,820.0,0,0,1,0
1293.0,170.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,170.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,175.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,175.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,173.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,170.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,170.0,140.0,217.0,1585.0,820.0,0,1,0,0
1293.0,175.0,140.0,221.0,1585.0,820.0,0,1,0,0
1293.0,173.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,173.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,175.0,103.0,228.2,1585.0,820.0,0,0,1,0
1293.0,175.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,173.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,175.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,173.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,175.0,103.0,229.0,1585.0,820.0,0,0,1,0
1293.0,173.0,140.0,228.0,1585.0,820.0,0,0,1,0
1293.0,175.0,140.0,228.0,1585.0,820.0,0,0,1,0
1649.0,160.0,175.0,295.0,1680.0,810.0,0,0,0,1
1649.0,160.0,129.0,308.0,1679.0,810.0,0,0,0,1
1649.0,160.0,175.0,295.0,1680.0,810.0,0,0,0,1
1649.0,160.0,175.0,295.0,1680.0,810.0,0,0,0,1
1649.0,160.0,175.0,295.0,1680.0,810.0,0,0,0,1
1649.0,160.0,175.0,306.0,1618.0,810.0,0,0,0,1
1649.0,160.0,175.0,306.0,1618.0,810.0,0,0,0,1
1649.0,158.0,175.0,306.0,1618.0,750.0,0,0,0,1
1649.0,158.0,175.0,306.0,1618.0,750.0,0,0,0,1
1649.0,160.0,175.0,295.0,1680.0,810.0,0,0,0,1
1649.0,160.0,175.0,306.0,1618.0,810.0,0,0,0,1
1649.0,160.0,175.0,295.0,1680.0,810.0,0,0,0,1
1649.0,160.0,175.0,306.0,1618.0,810.0,0,0,0,1
1649.0,158.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,160.0,129.0,321.1,1679.0,749.0,0,0,0,1
1649.0,160.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,158.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,323.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,323.0,1618.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1618.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1618.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1618.0,750.0,0,0,0,1
1649.0,160.0,175.0,321.0,1618.0,750.0,0,0,0,1
1649.0,160.0,175.0,323.0,1680.0,750.0,0,0,0,1
1649.0,160.0,175.0,323.0,1680.0,750.0,0,0,0,1
1157.0,152.0,130.0,249.0,1577.0,820.0,0,0,0,1
1172.0,116.0,120.0,353.5,1627.0,770.0,0,0,0,1
1157.0,163.0,127.0,211.0,1580.0,820.0,0,1,0,0
1157.0,167.0,130.0,227.0,1571.0,820.0,0,0,1,0
999.0,205.0,113.0,192.0,1457.0,832.0,0,0,1,0
979.0,70.0,76.0,220.0,1465.0,820.0,0,0,0,1
1085.0,90.0,97.0,214.0,1487.0,760.0,0,1,0,0
1085.0,90.0,95.1,239.0,1485.0,780.0,0,0,1,0
1085.0,96.6,97.0,208.0,1478.0,860.0,0,0,1,0
1085.0,96.6,97.0,208.0,1478.0,860.0,0,0,1,0
1130.0,85.0,98.0,238.0,1473.0,800.0,0,1,0,0
1130.0,85.0,97.6,238.0,1487.0,760.0,0,1,0,0
1130.0,83.8,98.0,219.0,1486.0,835.0,0,1,0,0
1130.0,83.8,98.0,218.0,1487.0,800.0,0,1,0,0
1130.0,83.8,98.0,218.0,1487.0,800.0,0,1,0,0
1130.0,83.8,98.0,219.0,1486.0,835.0,0,1,0,0
1130.0,83.8,98.0,219.0,1486.0,835.0,0,1,0,0
1130.0,83.8,98.0,219.0,1486.0,835.0,0,1,0,0
1130.0,95.0,100.0,279.0,1485.0,805.0,0,0,0,1
1130.0,93.9,100.0,255.1,1485.0,805.0,0,0,0,1
1130.0,93.9,100.0,255.1,1485.0,805.0,0,0,0,1
1170.0,61.0,97.6,256.0,1650.0,740.0,1,0,0,0
1170.0,61.0,98.0,239.0,1650.0,740.0,1,0,0,0
1170.0,61.0,98.0,238.0,1650.0,740.0,1,0,0,0
1170.0,60.3,98.0,238.0,1650.0,740.0,1,0,0,0
1170.0,61.0,98.0,239.0,1650.0,740.0,1,0,0,0
1170.0,60.3,98.0,239.0,1650.0,740.0,1,0,0,0
1170.0,61.0,98.0,245.0,1641.0,790.0,1,0,0,0
1170.0,60.3,98.0,245.0,1641.0,790.0,1,0,0,0
1170.0,61.0,97.6,308.0,1641.0,745.0,0,0,0,1
1170.0,61.0,98.0,288.0,1641.0,745.0,1,0,0,0
1170.0,60.3,98.0,288.0,1641.0,745.0,1,0,0,0
1170.0,107.0,115.0,198.0,1495.0,800.0,0,0,1,0
1170.0,107.0,115.0,198.0,1495.0,800.0,0,0,1,0
1170.0,107.0,115.0,198.0,1495.0,800.0,0,1,0,0
1170.0,107.0,115.0,198.0,1495.0,800.0,0,1,0,0
1170.0,108.0,119.0,198.0,1495.0,800.0,0,1,0,0
1170.0,87.0,119.0,198.0,1495.0,800.0,0,1,0,0
1170.0,110.0,115.0,198.0,1495.0,800.0,0,1,0,0
1170.0,108.0,119.0,198.0,1495.0,800.0,0,1,0,0
1170.0,108.0,115.0,229.0,1480.0,820.0,0,0,0,1
1170.0,108.0,115.0,182.0,1485.0,820.0,0,0,0,1
1170.0,108.0,115.0,182.0,1485.0,780.0,0,0,0,1
1170.0,108.0,120.0,229.0,1485.0,820.0,0,0,0,1
1170.0,108.0,120.0,229.0,1485.0,820.0,0,0,0,1
1170.0,110.0,89.0,233.2,1483.0,818.0,0,0,0,1
1170.0,125.0,125.0,233.2,1485.0,805.0,0,0,0,1
1170.0,125.0,125.0,233.2,1485.0,805.0,0,0,0,1
1170.0,125.0,125.0,233.2,1485.0,805.0,0,0,0,1
1170.0,125.0,125.0,233.2,1485.0,805.0,0,0,0,1
1170.0,110.0,115.0,259.0,1483.0,818.0,0,0,0,1
1170.0,108.0,120.0,229.0,1485.0,820.0,0,0,0,1
1170.0,125.0,125.0,233.2,1485.0,805.0,0,0,0,1
1170.0,120.0,112.0,190.0,1487.0,830.0,0,0,1,0
1170.0,120.0,112.0,190.0,1487.0,830.0,0,0,1,0
1170.0,120.0,112.0,190.0,1487.0,830.0,0,0,1,0
1802.0,91.0,157.0,345.2,1730.0,691.0,1,0,0,0
1802.0,91.0,157.0,345.2,1730.0,691.0,1,0,0,0
1802.0,91.0,157.0,365.1,1730.0,691.0,1,0,0,0
1802.0,91.0,157.0,365.1,1730.0,711.0,1,0,0,0
848.0,50.0,71.0,256.0,1650.0,740.0,1,0,0,0
848.0,50.0,71.0,239.0,1650.0,740.0,1,0,0,0
848.0,70.0,77.0,214.0,1487.0,760.0,0,1,0,0
848.0,70.0,77.0,218.0,1487.0,770.0,0,1,0,0
848.0,69.7,77.0,218.0,1487.0,800.0,0,1,0,0
848.0,69.7,77.0,218.0,1487.0,800.0,0,1,0,0
848.0,70.0,77.3,235.0,1487.0,760.0,0,1,0,0
1170.0,110.0,119.0,220.0,1522.0,820.0,0,1,0,0
1170.0,110.0,116.0,220.0,1522.0,820.0,0,1,0,0
1170.0,110.0,116.0,220.0,1522.0,820.0,0,1,0,0
1170.0,110.0,116.0,220.0,1527.0,820.0,0,1,0,0
1170.0,107.0,116.0,223.0,1527.0,820.0,0,1,0,0
1170.0,109.0,116.0,223.0,1527.0,820.0,0,1,0,0
1170.0,110.0,116.0,220.0,1527.0,820.0,0,1,0,0
1170.0,110.0,116.0,220.0,1522.0,820.0,0,1,0,0
1170.0,109.0,115.0,198.0,1495.0,800.0,0,1,0,0
1170.0,110.0,115.0,229.0,1480.0,820.0,0,0,0,1
1170.0,122.0,112.0,190.0,1487.0,830.0,0,0,1,0
1130.0,85.0,97.6,219.0,1486.0,835.0,0,1,0,0
999.0,163.0,112.0,178.0,1439.0,814.0,0,0,1,0
999.0,160.0,112.0,178.0,1439.0,814.0,0,0,1,0
999.0,160.0,112.0,178.0,1439.0,814.0,0,0,1,0
999.0,160.0,114.0,178.0,1439.0,814.0,0,0,1,0
999.0,165.0,114.0,178.0,1439.0,814.0,0,1,0,0
999.0,162.0,114.0,178.0,1439.0,814.0,0,1,0,0
999.0,165.0,114.0,178.0,1439.0,814.0,0,1,0,0
999.0,165.0,114.0,178.0,1439.0,814.0,0,1,0,0
999.0,163.0,112.0,178.0,1439.0,814.0,0,0,1,0
999.0,165.0,114.0,178.0,1439.0,814.0,0,1,0,0
999.0,190.0,112.0,183.0,1432.0,820.0,0,0,1,0
999.0,190.0,112.0,183.0,1432.0,820.0,0,0,1,0
999.0,190.0,112.0,178.0,1432.0,820.0,0,0,1,0
999.0,193.0,112.0,180.5,1422.0,820.0,0,0,1,0
999.0,193.0,112.0,178.0,1432.0,814.0,0,0,1,0
999.0,195.0,113.0,175.5,1425.0,815.0,0,0,1,0
999.0,199.0,113.0,175.5,1425.0,815.0,0,0,1,0
999.0,199.0,113.0,179.5,1438.0,815.0,0,0,1,0
999.0,199.0,113.0,179.5,1438.0,815.0,0,0,1,0
999.0,205.0,112.0,208.0,1441.0,823.0,0,0,1,0
999.0,199.0,113.0,179.5,1438.0,815.0,0,0,1,0
999.0,158.0,112.0,178.0,1548.0,840.0,0,0,1,0
999.0,158.0,112.0,228.0,1548.0,840.0,0,0,1,0
999.0,160.0,112.0,178.0,1548.0,840.0,0,0,1,0
999.0,165.0,112.0,178.0,1548.0,840.0,0,0,1,0
999.0,165.0,114.0,178.0,1548.0,840.0,0,0,1,0
999.0,162.0,114.0,205.0,1548.0,840.0,0,0,1,0
999.0,165.0,112.0,178.0,1548.0,840.0,0,0,1,0
999.0,165.0,112.0,178.0,1548.0,840.0,0,0,1,0
6200.0,445.0,603.0,680.4,2159.0,749.0,1,0,0,0
8200.0,502.0,567.0,589.7,2083.0,724.0,1,0,0,0
8200.0,502.0,567.0,589.7,2083.0,724.0,1,0,0,0
6000.0,425.0,576.0,528.4,1956.0,635.0,1,0,0,0
6200.0,445.0,603.0,528.4,2032.0,673.0,1,0,0,0
6200.0,445.0,603.0,680.4,1956.0,635.0,1,0,0,0
6200.0,445.0,603.0,680.0,1956.0,635.0,1,0,0,0
6200.0,445.0,603.0,680.0,1956.0,635.0,1,0,0,0
6200.0,445.0,603.0,483.1,1956.0,635.0,1,0,0,0
4807.0,295.0,413.0,499.0,2032.0,673.0,1,0,0,0
5700.0,355.0,405.0,499.0,2032.0,711.0,1,0,0,0
5700.0,355.0,405.0,499.0,2032.0,711.0,1,0,0,0
5700.0,476.0,549.0,503.5,2032.0,711.0,1,0,0,0
5700.0,355.0,549.0,503.5,2032.0,711.0,1,0,0,0
5700.0,355.0,549.0,503.5,2032.0,711.0,1,0,0,0
5700.0,355.0,549.0,503.5,2032.0,711.0,1,0,0,0
5700.0,355.0,405.0,499.0,2032.0,711.0,1,0,0,0
5700.0,476.0,549.0,503.5,1956.0,635.0,1,0,0,0
5700.0,355.0,549.0,503.5,1956.0,635.0,1,0,0,0
5700.0,355.0,549.0,503.0,1956.0,635.0,1,0,0,0
5700.0,355.0,549.0,503.0,1956.0,635.0,1,0,0,0
6200.0,445.0,549.0,680.4,2159.0,749.0,1,0,0,0
6200.0,445.0,549.0,680.4,3327.0,749.0,1,0,0,0
6200.0,445.0,549.0,660.0,2070.0,737.0,1,0,0,0
6200.0,445.0,549.0,680.4,2159.0,749.0,1,0,0,0
6200.0,445.0,549.0,680.4,2070.0,737.0,1,0,0,0
6200.0,445.0,549.0,680.4,2159.0,749.0,1,0,0,0
6000.0,425.0,576.0,528.4,1956.0,635.0,1,0,0,0
6000.0,425.0,576.0,528.4,1956.0,635.0,1,0,0,0
6200.0,445.0,603.0,660.0,2070.0,737.0,1,0,0,0
6200.0,445.0,549.0,680.4,2159.0,749.0,1,0,0,0
6200.0,445.0,549.0,680.4,2159.0,749.0,1,0,0,0
5700.0,355.0,549.0,680.4,2070.0,737.0,1,0,0,0
5700.0,355.0,549.0,680.4,2070.0,737.0,1,0,0,0
5700.0,355.0,549.0,680.4,2070.0,737.0,1,0,0,0
6200.0,445.0,549.0,680.4,2159.0,749.0,1,0,0,0
6200.0,445.0,603.0,680.4,2159.0,749.0,1,0,0,0
6200.0,445.0,603.0,680.4,2159.0,749.0,1,0,0,0
997.0,100.0,87.0,186.0,1540.0,820.0,0,0,1,0
997.0,102.0,87.0,186.0,1540.0,820.0,0,0,1,0
997.0,100.0,130.0,196.0,1540.0,820.0,0,0,1,0
997.0,100.0,87.0,186.0,1540.0,820.0,0,0,1,0
997.0,102.0,87.0,186.0,1540.0,820.0,0,0,1,0
997.0,100.0,130.0,186.0,1540.0,820.0,0,0,1,0
997.0,100.0,130.0,186.0,1540.0,820.0,0,0,1,0
997.0,102.0,130.0,186.0,1540.0,820.0,0,0,1,0
499.0,33.5,37.9,140.6,1372.0,813.0,0,0,1,0
1125.9,146.0,111.0,170.0,1384.0,831.0,0,1,0,0
492.0,34.0,40.7,163.3,1405.0,699.0,0,1,0,0
492.0,34.0,40.7,163.3,1405.0,699.0,0,1,0,0
492.0,34.0,43.0,163.0,1397.0,775.0,0,1,0,0
491.6,34.0,40.7,163.3,1397.0,648.0,0,0,1,0
491.6,34.0,40.7,163.3,1397.0,648.0,0,0,1,0
1203.0,100.0,109.0,179.0,1320.0,775.0,0,0,1,0
1203.0,103.0,113.0,179.2,1321.0,775.0,0,0,1,0
984.0,92.0,92.2,175.0,1321.0,775.0,0,0,1,0
984.0,92.0,95.0,175.0,1320.0,775.0,0,1,0,0
984.0,92.0,94.9,174.6,1321.0,775.0,0,0,1,0
984.0,92.0,94.9,174.6,1321.0,777.0,0,1,0,0
1203.0,100.0,109.0,179.0,1320.0,765.0,0,1,0,0
1203.0,92.0,113.0,179.2,1321.0,765.0,0,1,0,0
1203.0,92.0,113.0,179.2,1321.0,726.0,0,1,0,0
1202.9,103.0,113.0,179.2,1316.0,726.0,0,1,0,0
984.0,92.0,92.2,175.0,1321.0,765.0,0,1,0,0
984.0,84.2,85.6,175.0,1320.0,765.0,0,1,0,0
1203.0,93.5,113.0,200.0,1397.0,749.0,0,1,0,0
1203.0,91.0,115.0,197.0,1397.0,787.0,0,1,0,0
1203.0,101.0,122.0,211.0,1397.0,800.0,0,0,0,1
1203.0,95.0,116.0,200.0,1397.0,749.0,0,1,0,0
1203.0,101.0,122.0,200.0,1397.0,787.0,0,1,0,0
1203.0,101.0,122.0,200.0,1397.0,787.0,0,1,0,0
1202.9,103.0,113.0,179.2,1316.0,759.0,0,1,0,0
1202.9,103.0,113.0,181.0,1364.0,843.0,0,1,0,0
1202.9,92.5,104.0,179.0,1320.0,726.0,0,1,0,0
984.0,92.0,92.2,175.0,1321.0,775.0,0,0,1,0
983.3,92.0,94.9,177.0,1321.0,765.0,0,1,0,0
983.3,84.5,81.0,177.0,1321.0,765.0,0,1,0,0
125.0,15.0,12.0,129.0,1375.0,760.0,0,0,1,0
125.6,34.0,23.0,129.0,1375.0,760.0,0,0,1,0
124.6,9.0,11.0,125.0,1374.0,760.0,0,0,1,0
124.6,12.1,11.0,129.0,1375.0,760.0,0,0,1,0
124.6,12.1,11.0,129.0,1375.0,760.0,0,0,1,0
124.6,12.1,11.0,129.0,1375.0,760.0,0,0,1,0
996.0,96.7,88.3,210.0,1431.0,805.0,0,0,1,0
125.0,15.0,12.0,125.0,1395.0,775.0,0,1,0,0
996.0,106.0,90.0,192.0,1440.0,770.0,0,1,0,0
996.0,106.0,90.0,192.0,1440.0,775.0,0,1,0,0
996.0,112.0,105.0,192.0,1440.0,775.0,0,1,0,0
996.0,104.0,90.4,192.0,1440.0,775.0,0,1,0,0
996.0,105.0,90.3,197.0,1431.0,805.0,0,1,0,0
124.6,70.0,63.5,125.0,1374.0,775.0,0,1,0,0
124.6,11.0,14.0,125.0,1374.0,800.0,0,1,0,0
124.6,11.0,14.0,125.0,1374.0,800.0,0,1,0,0
124.6,11.0,14.0,125.0,1374.0,800.0,0,1,0,0
124.6,14.8,14.0,125.0,1374.0,800.0,0,1,0,0
124.6,14.8,14.0,125.0,1374.0,800.0,0,1,0,0
645.0,70.0,63.0,180.0,1440.0,775.0,0,1,0,0
645.0,73.0,64.0,176.0,1440.0,775.0,0,1,0,0
645.0,70.0,63.6,180.0,1438.0,775.0,0,1,0,0
645.0,70.0,63.5,180.0,1438.0,775.0,0,1,0,0
645.0,73.8,63.5,180.0,1438.0,775.0,0,1,0,0
644.1,70.0,63.5,180.0,1438.0,775.0,0,1,0,0
497.0,33.5,41.0,160.0,1390.0,810.0,0,1,0,0
996.0,105.0,90.3,197.0,1431.0,805.0,0,1,0,0
644.1,70.0,63.5,180.0,1438.0,775.0,0,1,0,0
996.0,106.0,90.0,197.0,1440.0,775.0,0,1,0,0
996.0,112.0,105.0,197.0,1440.0,805.0,0,1,0,0
996.0,112.0,101.0,197.0,1530.0,725.0,0,1,0,0
645.0,70.0,63.0,185.0,1440.0,775.0,0,1,0,0
645.0,73.0,64.0,183.0,1440.0,805.0,0,1,0,0
645.0,70.0,63.6,185.0,1432.0,805.0,0,1,0,0
996.0,105.0,90.3,191.9,1431.0,805.0,0,1,0,0
149.0,13.3,12.3,108.9,1295.0,686.0,1,0,0,0
149.0,13.3,12.3,109.0,1295.0,686.0,1,0,0,0
149.0,13.3,12.3,108.9,1295.0,686.0,1,0,0,0
250.0,24.8,22.5,175.1,1400.0,795.0,0,0,0,1
149.0,13.3,12.3,108.9,1295.0,686.0,1,0,0,0
149.0,13.3,12.3,110.0,1295.0,686.0,1,0,0,0
250.0,24.8,22.5,152.0,1321.0,762.0,0,0,1,0
250.0,24.8,22.5,152.0,1321.0,762.0,0,0,1,0
378.0,36.2,35.0,152.0,1321.0,762.0,0,0,1,0
249.0,24.8,22.5,175.1,1400.0,795.0,0,0,0,1
249.0,24.8,22.5,175.1,1400.0,795.0,0,0,0,1
249.6,24.8,22.5,165.1,1330.0,787.0,0,0,1,0
1330.0,115.0,130.0,386.0,1709.0,737.0,0,0,0,1
1330.0,115.0,130.0,430.0,1709.0,737.0,0,0,0,1
1330.0,115.0,130.0,386.0,1709.0,737.0,0,0,0,1
1330.0,115.0,130.0,430.0,1709.0,675.0,0,0,0,1
998.0,106.0,104.0,316.2,1727.0,737.0,0,0,1,0
998.0,106.0,104.0,317.0,1727.0,737.0,0,0,1,0
998.0,100.0,104.0,421.0,1708.0,772.0,0,0,0,1
998.0,100.0,104.0,423.0,1708.0,772.0,0,0,0,1
998.0,106.0,104.0,317.0,1727.0,737.0,0,0,1,0
998.0,106.0,104.0,316.2,1727.0,737.0,0,0,1,0
998.0,106.0,104.0,317.0,1727.0,737.0,0,0,1,0
998.0,100.0,108.0,362.0,1714.0,737.0,0,0,0,1
998.0,106.0,104.0,317.0,1727.0,737.0,0,0,1,0
998.0,100.0,104.0,421.0,1708.0,772.0,0,0,0,1
1330.0,115.0,130.0,459.0,1714.0,772.0,0,0,0,1
998.0,100.0,104.0,421.0,1708.0,772.0,0,0,0,1
1330.0,115.0,130.0,459.0,1714.0,772.0,0,0,0,1
998.0,100.0,104.0,421.0,1708.0,772.0,0,0,0,1
1330.0,115.0,130.0,459.0,1714.0,772.0,0,0,0,1
998.0,100.0,104.0,392.0,1714.0,737.0,0,0,0,1
998.0,100.0,104.0,392.0,1714.0,737.0,0,0,0,1
998.0,100.0,104.0,392.0,1714.0,737.0,0,0,0,1
600.0,55.0,50.0,145.0,1455.0,830.0,0,1,0,0
600.0,62.0,66.0,135.0,1425.0,830.0,0,1,0,0
600.0,62.0,66.0,142.0,1455.0,825.0,0,1,0,0
600.0,62.0,66.0,142.0,1455.0,825.0,0,1,0,0
600.0,62.0,66.0,142.0,1425.0,825.0,0,1,0,0
600.0,62.0,55.0,142.0,1425.0,825.0,0,1,0,0
600.0,62.0,66.0,136.0,1455.0,830.0,0,1,0,0
600.0,55.0,50.0,145.0,1455.0,830.0,0,1,0,0
600.0,55.0,50.0,145.0,1455.0,830.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,830.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,830.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,830.0,0,1,0,0
600.0,55.0,58.0,142.0,1455.0,830.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,830.0,0,0,1,0
600.0,55.0,58.0,142.0,1455.0,825.0,0,0,1,0
600.0,55.0,58.0,135.0,1423.0,830.0,0,1,0,0
600.0,55.0,58.0,139.0,1480.0,820.0,0,1,0,0
600.0,55.0,58.0,139.0,1480.0,820.0,0,1,0,0
600.0,55.0,58.0,139.0,1480.0,820.0,0,1,0,0
600.0,55.0,58.0,139.0,1480.0,830.0,0,1,0,0
600.0,55.0,58.0,145.0,1455.0,830.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,55.0,58.0,135.0,1423.0,760.0,0,1,0,0
600.0,62.0,55.0,142.0,1455.0,825.0,0,1,0,0
600.0,55.0,58.0,139.0,1480.0,820.0,0,1,0,0
600.0,55.0,58.0,139.0,1480.0,820.0,0,1,0,0
600.0,58.0,50.0,145.0,1455.0,790.0,0,1,0,0
